rank,team,age,wins,losses,pw,pl,mov,sos,srs,ortg,drtg,nrtg,pace,ftr,3par,ts%,efg%,tov%,orb%,ft/fga,efg%.1,tov%.1,drb%,ft/fga.1,attend.,attend./g,season
1,SAS,29,58,24,63,19,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182,913176.0,22273.0,2001
2,SAC,27,55,27,57,25,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181,709997.0,17317.0,2001
3,UTA,32,53,29,55,27,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301,792196.0,19322.0,2001
4,PHI,28,56,26,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186,805692.0,19651.0,2001
5,POR,30,50,32,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,0.497,14.8,30.0,0.225,0.47,14.3,72.4,0.223,831376.0,20277.0,2001
6,DAL,26,53,29,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244,680238.0,16591.0,2001
7,MIL,28,52,30,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253,683125.0,16662.0,2001
8,LAL,29,56,26,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234,776336.0,18935.0,2001
9,NYK,29,48,34,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24,810283.0,19763.0,2001
10,MIA,30,50,32,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214,678186.0,16541.0,2001
11,TOR,29,47,35,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.285,0.167,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212,793256.0,19348.0,2001
12,HOU,26,45,37,48,34,2.29,0.42,2.71,106.7,104.2,2.5,90.4,0.321,0.217,0.538,0.492,14.0,27.5,0.244,0.475,12.6,71.9,0.206,518555.0,12648.0,2001
13,CHA,28,46,36,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222,615424.0,15010.0,2001
14,PHX,28,51,31,48,34,2.21,0.42,2.63,100.3,98.0,2.3,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,737586.0,17990.0,2001
15,MIN,27,47,35,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,0.482,13.0,28.6,0.199,0.478,14.2,71.9,0.238,717371.0,17497.0,2001
16,ORL,26,43,39,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29,605031.0,14757.0,2001
17,OKC,27,44,38,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,0.299,0.176,0.53,0.491,14.3,29.1,0.219,0.488,13.9,69.8,0.199,640847.0,15630.0,2001
18,IND,27,41,41,40,42,-0.2,-0.57,-0.77,102.0,102.2,-0.2,89.4,0.312,0.18,0.519,0.471,14.5,27.0,0.239,0.452,12.8,71.4,0.235,731800.0,17849.0,2001
19,DET,27,32,50,36,46,-1.7,-0.39,-2.08,100.0,101.8,-1.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14.0,72.2,0.233,607323.0,14813.0,2001
20,BOS,25,36,46,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.338,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16.0,72.7,0.256,629201.0,15346.0,2001
21,DEN,27,40,42,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.286,0.21,0.511,0.47,12.8,28.3,0.211,0.476,12.1,71.8,0.223,619300.0,15105.0,2001
22,LAC,24,31,51,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.319,0.164,0.514,0.476,14.9,28.3,0.221,0.466,12.0,71.1,0.217,601587.0,14673.0,2001
23,CLE,26,30,52,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.312,0.101,0.509,0.459,15.4,29.7,0.239,0.477,14.1,71.1,0.248,650775.0,15873.0,2001
24,BKN,27,26,56,26,56,-5.05,-0.25,-5.3,100.0,105.5,-5.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70.0,0.258,556573.0,13575.0,2001
25,ATL,26,25,57,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.206,0.472,13.8,70.8,0.249,560330.0,13667.0,2001
26,MEM,26,23,59,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,0.464,14.9,26.1,0.223,0.491,13.8,69.8,0.194,563218.0,13737.0,2001
27,WAS,27,19,63,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.236,638653.0,15577.0,2001
28,GSW,26,17,65,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.199,0.504,15.0,69.7,0.227,591981.0,14439.0,2001
29,CHI,23,15,67,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.298,0.148,0.495,0.45,15.1,26.6,0.22,0.499,14.3,70.3,0.254,888654.0,21674.0,2001
1,SAC,27,61,21,61,21,7.61,0.0,7.61,109.0,101.1,7.9,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185,709997.0,17317.0,2002
2,LAL,27,58,24,60,22,7.12,0.03,7.15,109.4,101.7,7.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13.0,72.0,0.233,778777.0,18995.0,2002
3,SAS,28,58,24,59,23,6.21,0.07,6.28,106.5,99.7,6.8,90.0,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189,906390.0,22107.0,2002
4,BKN,26,52,30,53,29,4.16,-0.49,3.67,104.0,99.5,4.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,564194.0,13761.0,2002
5,DAL,27,57,25,53,29,4.26,0.16,4.41,112.2,107.7,4.5,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239,802783.0,19580.0,2002
6,MIN,26,50,32,51,31,3.38,0.2,3.58,109.0,105.3,3.7,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,731673.0,17846.0,2002
7,POR,29,49,33,50,32,2.99,0.22,3.21,107.4,104.0,3.4,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202,797821.0,19459.0,2002
8,OKC,26,45,37,50,32,3.02,0.22,3.24,108.9,105.6,3.3,89.0,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206,633516.0,15452.0,2002
9,BOS,26,49,33,48,34,2.21,-0.46,1.75,103.4,101.0,2.4,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245,659751.0,16091.0,2002
10,DET,29,50,32,48,34,2.13,-0.45,1.69,104.8,102.4,2.4,90.0,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,760807.0,18556.0,2002
11,PHI,29,43,39,46,36,1.6,-0.33,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208,842976.0,20560.0,2002
12,ORL,28,44,38,46,36,1.57,-0.32,1.25,107.0,105.3,1.7,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,621121.0,15149.0,2002
13,UTA,29,44,38,44,38,0.89,0.32,1.21,105.6,104.6,1.0,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286,766108.0,18686.0,2002
14,CHA,28,44,38,44,38,0.96,-0.4,0.57,104.3,103.3,1.0,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226,462738.0,11286.0,2002
15,IND,26,42,40,42,40,0.27,-0.34,-0.07,104.1,103.8,0.3,91.9,0.328,0.182,0.527,0.477,14.2,27.0,0.253,0.469,13.2,71.0,0.227,686537.0,16745.0,2002
16,MIL,28,41,41,40,42,-0.22,-0.4,-0.62,106.9,107.1,-0.2,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12.0,70.9,0.217,745305.0,18178.0,2002
17,LAC,24,39,43,40,42,-0.46,0.38,-0.09,105.5,106.0,-0.5,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194,740185.0,18053.0,2002
18,TOR,29,42,40,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,810160.0,19760.0,2002
19,PHX,26,36,46,39,43,-0.68,0.39,-0.3,103.3,104.0,-0.7,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,668939.0,16316.0,2002
20,WAS,27,37,45,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13.0,71.4,0.214,847634.0,20674.0,2002
21,MIA,30,36,46,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74.0,0.249,655549.0,15989.0,2002
22,CLE,26,29,53,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226,596115.0,14539.0,2002
23,NYK,30,30,52,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.274,0.206,0.514,0.468,14.0,25.6,0.216,0.479,12.9,71.9,0.236,810283.0,19763.0,2002
24,ATL,25,33,49,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218,506110.0,12344.0,2002
25,HOU,25,28,54,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.286,0.223,0.507,0.465,13.4,29.0,0.211,0.491,11.5,69.8,0.178,481227.0,11737.0,2002
26,GSW,24,21,61,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232,593182.0,14468.0,2002
27,DEN,28,27,55,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245,633846.0,15460.0,2002
28,MEM,25,23,59,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68.0,0.197,591030.0,14415.0,2002
29,CHI,25,21,61,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.497,13.7,71.4,0.239,776311.0,18934.0,2002
1,DAL,28,60,22,62,20,7.78,0.12,7.9,110.7,102.3,8.4,92.5,0.257,0.239,0.543,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,816429.0,19913.0,2003
2,SAC,28,59,23,59,23,6.5,0.18,6.68,105.9,99.1,6.8,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,709997.0,17317.0,2003
3,SAS,28,60,22,57,25,5.41,0.23,5.65,105.6,99.7,5.9,90.0,0.348,0.202,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,735970.0,17950.0,2003
4,BKN,27,49,33,56,26,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,622574.0,15185.0,2003
5,DET,29,50,32,52,30,3.68,-0.71,2.97,104.1,99.9,4.2,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74.0,0.225,839278.0,20470.0,2003
6,IND,25,48,34,51,31,3.49,-0.7,2.79,104.6,100.8,3.8,91.6,0.344,0.169,0.522,0.469,13.7,29.0,0.263,0.458,14.3,72.3,0.228,670461.0,16353.0,2003
7,POR,29,50,32,49,33,2.61,0.36,2.97,105.5,102.6,2.9,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.194,796258.0,19421.0,2003
8,UTA,30,47,35,48,34,2.39,0.37,2.76,105.5,102.8,2.7,89.3,0.38,0.104,0.537,0.486,16.0,32.5,0.283,0.468,15.2,70.2,0.256,786034.0,19172.0,2003
9,LAL,28,50,32,48,34,2.33,0.38,2.71,107.2,104.7,2.5,92.5,0.311,0.199,0.528,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241,777888.0,18973.0,2003
10,PHI,28,48,34,48,34,2.3,-0.55,1.76,105.0,102.5,2.5,91.4,0.339,0.119,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243,807097.0,19685.0,2003
11,MIN,28,51,31,47,35,2.07,0.39,2.46,106.1,103.8,2.3,91.9,0.268,0.118,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203,643684.0,15700.0,2003
12,NOP,29,47,35,47,35,2.11,-0.59,1.52,103.9,101.6,2.3,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.219,0.464,14.0,73.1,0.226,641683.0,15651.0,2003
13,HOU,25,43,39,46,36,1.48,0.42,1.89,104.3,102.6,1.7,88.8,0.316,0.196,0.522,0.474,14.8,30.3,0.243,0.462,12.6,72.4,0.209,565166.0,13785.0,2003
14,PHX,25,44,38,44,38,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.211,0.47,14.8,70.3,0.222,666559.0,16258.0,2003
15,ORL,26,42,40,41,41,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.307,0.235,0.526,0.478,13.3,27.0,0.239,0.486,15.1,71.1,0.25,605901.0,14778.0,2003
16,MIL,29,42,40,42,40,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.287,0.229,0.543,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237,665966.0,16243.0,2003
17,OKC,26,40,42,41,41,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,0.27,0.196,0.512,0.472,12.8,28.1,0.201,0.484,14.3,71.8,0.21,637194.0,15541.0,2003
18,BOS,26,44,38,40,42,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.306,0.331,0.514,0.47,13.4,23.6,0.227,0.471,15.1,72.5,0.242,709049.0,17294.0,2003
19,WAS,28,37,45,38,44,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.325,0.127,0.513,0.46,13.0,27.3,0.253,0.477,13.8,71.6,0.212,827093.0,20173.0,2003
20,GSW,24,38,44,38,44,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.343,0.178,0.526,0.472,13.9,35.0,0.267,0.482,12.2,67.9,0.22,634935.0,15486.0,2003
21,NYK,30,37,45,37,45,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.241,0.235,0.528,0.486,13.4,24.4,0.196,0.485,13.7,71.8,0.261,779479.0,19012.0,2003
22,MEM,24,28,54,32,50,-3.23,0.63,-2.6,103.9,107.3,-3.4,92.7,0.287,0.19,0.526,0.487,14.2,27.0,0.212,0.491,13.4,68.7,0.197,611322.0,14910.0,2003
23,ATL,27,35,47,31,51,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,0.313,0.177,0.527,0.476,15.7,27.9,0.248,0.469,12.1,70.4,0.222,528655.0,12894.0,2003
24,LAC,25,27,55,29,53,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.335,0.182,0.516,0.467,14.8,29.1,0.252,0.481,13.1,70.2,0.222,706471.0,17231.0,2003
25,CHI,25,30,52,27,55,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,0.3,0.148,0.512,0.471,15.4,27.7,0.217,0.47,13.3,69.5,0.263,804309.0,19617.0,2003
26,MIA,26,25,57,25,57,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,0.259,0.169,0.483,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257,628242.0,15323.0,2003
27,TOR,27,24,58,24,58,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.282,0.179,0.497,0.458,13.6,28.2,0.203,0.489,13.1,70.7,0.226,777507.0,18964.0,2003
28,DEN,24,17,65,17,65,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,0.283,0.126,0.469,0.428,17.1,31.3,0.198,0.477,16.5,73.3,0.29,607813.0,14825.0,2003
29,CLE,23,17,65,16,66,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,0.298,0.133,0.491,0.444,16.4,31.0,0.223,0.484,13.0,73.2,0.252,471374.0,11497.0,2003
1,SAS,27,57,25,62,20,7.22,0.29,7.51,102.2,94.1,8.1,89.2,0.322,0.177,0.511,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215,739706.0,18042.0,2004
2,DET,27,54,28,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,872902.0,21290.0,2004
3,IND,27,61,21,58,24,5.76,-0.82,4.93,103.8,97.2,6.6,87.5,0.319,0.203,0.52,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,678326.0,16545.0,2004
4,MIN,29,58,24,57,25,5.49,0.37,5.86,105.9,99.7,6.2,89.0,0.265,0.137,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,723071.0,17636.0,2004
5,SAC,29,55,27,55,27,5.01,0.4,5.41,110.3,104.9,5.4,92.8,0.305,0.223,0.554,0.507,13.0,26.0,0.242,0.483,13.7,69.8,0.193,709997.0,17317.0,2004
6,DAL,27,52,30,53,29,4.44,0.42,4.86,112.1,107.4,4.7,93.2,0.256,0.201,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214,825594.0,20136.0,2004
7,LAL,29,56,26,52,30,3.9,0.45,4.35,105.5,101.3,4.2,92.3,0.352,0.167,0.522,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,777757.0,18970.0,2004
8,BKN,27,47,35,49,33,2.5,-0.63,1.88,100.8,98.0,2.8,89.4,0.291,0.176,0.515,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,613051.0,14952.0,2004
9,MEM,26,50,32,48,34,2.44,0.52,2.95,104.8,102.2,2.6,91.4,0.322,0.197,0.522,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251,622723.0,15188.0,2004
10,HOU,28,45,37,47,35,1.73,0.55,2.28,100.9,99.0,1.9,87.8,0.286,0.227,0.528,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233,640794.0,15629.0,2004
11,DEN,25,43,39,44,38,1.07,0.58,1.65,103.9,102.7,1.2,93.3,0.319,0.146,0.517,0.467,14.2,30.5,0.245,0.481,15.6,69.3,0.221,721476.0,17597.0,2004
12,MIL,26,41,41,44,38,1.06,-0.64,0.42,106.5,105.4,1.1,91.6,0.33,0.172,0.528,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213,690180.0,16834.0,2004
13,MIA,26,42,40,43,39,0.52,-0.65,-0.13,102.2,101.7,0.5,88.0,0.298,0.211,0.51,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26,624809.0,15239.0,2004
14,NOP,30,41,41,41,41,-0.1,-0.62,-0.72,102.3,102.4,-0.1,89.1,0.293,0.252,0.505,0.46,14.1,30.6,0.22,0.476,15.0,71.3,0.218,587613.0,14332.0,2004
15,OKC,26,37,45,39,43,-0.63,0.66,0.02,107.3,108.0,-0.7,89.9,0.27,0.294,0.54,0.501,13.9,27.2,0.207,0.487,13.9,68.5,0.237,625474.0,15154.0,2004
16,GSW,28,37,45,39,43,-0.73,0.66,-0.07,103.0,103.8,-0.8,89.8,0.311,0.197,0.517,0.475,14.1,28.4,0.226,0.476,13.3,72.1,0.211,665648.0,16235.0,2004
17,POR,27,41,41,37,45,-1.27,0.69,-0.58,103.7,105.1,-1.4,86.2,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.482,13.3,70.0,0.186,684038.0,16684.0,2004
18,UTA,24,42,40,37,45,-1.22,0.69,-0.53,101.9,103.3,-1.4,86.6,0.356,0.127,0.509,0.456,16.1,34.1,0.266,0.468,15.4,72.4,0.319,785330.0,19154.0,2004
19,BOS,26,36,46,37,45,-1.45,-0.54,-1.99,102.1,103.7,-1.6,93.2,0.327,0.249,0.532,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24,664248.0,16201.0,2004
20,NYK,29,39,43,36,46,-1.48,-0.49,-1.97,101.7,103.3,-1.6,89.5,0.266,0.171,0.518,0.474,15.1,28.0,0.211,0.461,13.2,72.8,0.259,785739.0,19164.0,2004
21,PHI,27,33,49,33,49,-2.49,-0.46,-2.95,99.1,101.9,-2.8,88.0,0.321,0.158,0.505,0.456,15.5,28.2,0.242,0.467,14.7,70.7,0.231,788128.0,19223.0,2004
22,CLE,24,35,47,33,49,-2.62,-0.44,-3.07,101.4,104.2,-2.8,90.8,0.301,0.116,0.498,0.451,13.7,31.1,0.226,0.469,12.3,73.0,0.221,749790.0,18288.0,2004
23,TOR,27,33,49,31,51,-3.01,-0.4,-3.42,97.0,100.4,-3.4,86.8,0.26,0.204,0.495,0.454,14.1,23.8,0.195,0.449,14.1,70.1,0.241,750608.0,18308.0,2004
24,PHX,24,29,53,30,52,-3.74,0.8,-2.94,101.4,105.5,-4.1,92.6,0.28,0.18,0.515,0.475,14.3,26.6,0.209,0.482,14.7,69.9,0.24,670385.0,16351.0,2004
25,LAC,24,28,54,28,54,-4.59,0.84,-3.74,103.5,108.5,-5.0,91.0,0.35,0.156,0.512,0.453,15.0,32.8,0.275,0.494,12.9,70.0,0.231,665396.0,16143.0,2004
26,ATL,26,28,54,28,54,-4.65,-0.36,-5.0,101.0,106.1,-5.1,90.8,0.303,0.191,0.514,0.465,15.4,28.6,0.235,0.476,13.1,70.5,0.234,565728.0,13798.0,2004
27,WAS,24,25,57,25,57,-5.63,-0.48,-6.12,98.8,104.8,-6.0,92.2,0.337,0.194,0.5,0.454,16.0,30.7,0.241,0.486,14.9,69.5,0.214,645363.0,15741.0,2004
28,CHI,26,23,59,23,59,-6.35,-0.33,-6.69,96.6,103.4,-6.8,92.2,0.272,0.186,0.486,0.446,14.9,28.1,0.197,0.469,14.1,71.4,0.253,809177.0,19736.0,2004
29,ORL,25,21,61,22,60,-7.02,-0.23,-7.25,102.7,110.4,-7.7,90.8,0.296,0.184,0.504,0.461,12.8,28.1,0.218,0.502,12.7,68.7,0.214,589144.0,14369.0,2004
1,SAS,28,59,23,63,19,7.8,0.03,7.84,107.5,98.8,8.7,88.9,0.329,0.216,0.534,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,750970.0,18316.0,2005
2,PHX,25,62,20,59,23,7.12,-0.04,7.08,114.5,107.1,7.4,95.9,0.296,0.289,0.571,0.534,12.4,27.5,0.222,0.478,12.0,68.3,0.176,726066.0,17709.0,2005
3,MIA,28,59,23,59,23,6.52,-0.76,5.77,110.2,103.1,7.1,90.8,0.387,0.198,0.559,0.524,13.1,27.0,0.26,0.46,12.4,74.1,0.242,815143.0,19882.0,2005
4,DAL,27,58,24,57,25,5.74,0.11,5.86,110.3,104.1,6.2,92.7,0.346,0.19,0.545,0.492,12.5,28.6,0.273,0.472,14.3,70.2,0.239,822533.0,20062.0,2005
5,HOU,29,51,31,53,29,4.04,0.23,4.27,106.2,101.7,4.5,88.8,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.459,12.9,74.5,0.245,663444.0,16182.0,2005
6,DET,27,54,28,53,29,3.87,-0.55,3.31,105.6,101.2,4.4,87.2,0.335,0.164,0.519,0.472,13.3,31.2,0.247,0.461,13.5,73.0,0.207,905116.0,22076.0,2005
7,OKC,26,52,30,48,34,2.29,0.3,2.59,112.2,109.6,2.6,87.9,0.328,0.281,0.546,0.495,13.0,32.4,0.259,0.496,12.9,71.3,0.249,675490.0,16475.0,2005
8,MEM,26,45,37,48,34,2.29,0.34,2.64,105.5,102.9,2.6,88.5,0.323,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,691362.0,16862.0,2005
9,SAC,27,50,32,47,35,2.16,0.4,2.56,110.5,108.2,2.3,93.0,0.287,0.2,0.541,0.496,12.0,28.8,0.226,0.493,13.3,69.0,0.214,709997.0,17317.0,2005
10,DEN,26,49,33,47,35,2.02,0.2,2.23,106.0,103.9,2.1,93.5,0.35,0.142,0.535,0.483,13.8,28.4,0.267,0.482,15.1,71.7,0.247,723949.0,17657.0,2005
11,MIN,29,44,38,45,37,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.275,0.173,0.534,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208,704438.0,17181.0,2005
12,CHI,25,47,35,44,38,1.06,-0.41,0.65,101.4,100.3,1.1,92.4,0.311,0.217,0.517,0.471,15.5,28.4,0.233,0.454,14.4,72.6,0.262,828384.0,20204.0,2005
13,BOS,27,45,37,43,39,0.87,-0.52,0.35,107.5,106.6,0.9,93.3,0.357,0.192,0.551,0.501,14.7,27.2,0.273,0.481,14.2,70.1,0.274,656081.0,16002.0,2005
14,CLE,26,42,40,43,39,0.79,-0.52,0.27,106.6,105.7,0.9,89.7,0.325,0.135,0.518,0.47,13.0,32.5,0.244,0.485,14.1,71.5,0.248,784249.0,19128.0,2005
15,IND,28,44,38,43,39,0.76,-0.27,0.49,105.5,104.6,0.9,87.2,0.358,0.255,0.534,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,696764.0,16994.0,2005
16,WAS,25,45,37,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,0.364,0.22,0.523,0.474,12.9,31.1,0.264,0.498,14.6,70.0,0.23,705069.0,17197.0,2005
17,PHI,26,43,39,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,0.326,0.216,0.528,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267,732686.0,17870.0,2005
18,LAC,25,37,45,39,43,-0.77,0.3,-0.47,105.5,106.4,-0.9,89.1,0.357,0.105,0.533,0.477,14.9,30.3,0.278,0.48,13.0,71.3,0.235,696181.0,16980.0,2005
19,BKN,27,42,40,36,46,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.318,0.187,0.512,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,618681.0,15090.0,2005
