Player,Age,Tm,Lg,Season,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gabriel Deck,25,OKC,NBA,2020-21,10,0,212,16.1,0.224,0.328,7.8,11.9,9.8,17.3,1.8,0,7.3,16.6,121,115,0.4,0.1,0.5,0.12,-0.3,-0.1,-0.4,0.1,32,67,30,52,2,15,18,22,16,24,40,24,8,0,6,9,84
Dewayne Dedmon,31,MIA,NBA,2020-21,16,0,210,24.5,0.077,0.415,15.5,31,23.4,9.6,2.1,3,14.5,19.3,135,105,0.7,0.4,1.1,0.256,1.2,0.7,1.9,0.2,46,65,45,60,1,5,20,27,28,58,86,12,9,6,13,36,113
Matthew Dellavedova,30,CLE,NBA,2020-21,13,1,224,7.3,0.446,0.071,2.9,9.2,6,35.3,0.9,0.4,9.4,12.4,101,118,-0.1,0.1,0,0.005,-4.6,-2,-6.6,-0.3,14,56,10,31,4,25,4,4,6,18,24,58,4,1,6,21,36
DeMar DeRozan,31,SAS,NBA,2020-21,61,61,2056,22,0.08,0.478,2,11.6,6.7,32,1.3,0.6,9.7,26.1,122,115,5.9,1.5,7.4,0.172,3.4,-0.2,3.2,2.7,455,920,436,846,19,74,387,440,40,219,259,422,56,15,119,128,1316
Mamadi Diakite,24,MIL,NBA,2020-21,14,1,141,12.3,0.2,0.35,6.2,18.7,12.7,7,2.3,3.8,6.1,14.6,110,108,0.1,0.2,0.3,0.102,-3.2,0.4,-2.7,0,16,40,15,32,1,8,11,14,8,26,34,8,7,6,3,16,44
Hamidou Diallo,22,TOT,NBA,2020-21,52,9,1226,14.3,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12,22.2,106,112,0.3,1.3,1.6,0.063,-2.2,-0.1,-2.3,-0.1,224,470,196,388,28,82,128,200,59,213,272,101,41,24,76,134,604
Gorgui Dieng,31,TOT,NBA,2020-21,38,1,552,19.2,0.429,0.411,7.6,19.5,13.5,12,2.3,2.6,14.3,17.4,127,109,1.3,0.8,2.1,0.185,1.6,1.3,3,0.7,85,163,55,93,30,70,58,67,40,100,140,48,26,16,32,56,258
Spencer Dinwiddie,27,BRK,NBA,2020-21,3,3,64,10.1,0.438,0.375,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,102,112,0,0.1,0.1,0.045,-3.4,2,-1.4,0,6,16,4,9,2,7,6,6,0,13,13,9,2,1,5,4,20
Donte DiVincenzo,24,MIL,NBA,2020-21,66,66,1814,13,0.574,0.118,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,112,112,1.5,2.1,3.6,0.095,-0.3,0.2,-0.1,0.9,253,603,122,257,131,346,51,71,81,299,380,203,72,15,91,112,688
Luka Dončić,21,DAL,NBA,2020-21,66,66,2262,25.3,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36,114,111,5.1,2.6,7.7,0.163,6.1,0.6,6.7,5,647,1351,455,803,192,548,344,471,54,473,527,567,64,36,281,152,1830
Luguentz Dort,21,OKC,NBA,2020-21,52,52,1543,10.1,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,100,116,-0.6,1,0.3,0.011,-2.7,-1,-3.7,-0.7,247,639,134,310,113,329,122,164,38,151,189,88,45,19,79,134,729
Damyean Dotson,26,CLE,NBA,2020-21,46,7,907,8.1,0.543,0.123,0.6,11.1,5.7,15.1,0.9,0.4,12,16.9,99,118,-0.4,0.3,0,-0.002,-3.3,-1.6,-4.8,-0.6,119,293,73,134,46,159,24,36,5,88,93,91,16,4,42,42,308
Devon Dotson,21,CHI,NBA,2020-21,11,0,50,19.3,0.333,0,4.5,6.6,5.5,21.4,3.9,0,0,18.2,126,110,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,11,21,10,14,1,7,0,0,2,3,5,7,4,0,0,3,23
Sekou Doumbouya,20,DET,NBA,2020-21,56,11,869,6.9,0.408,0.227,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,93,114,-0.9,0.7,-0.2,-0.012,-5.4,-1.7,-7,-1.1,107,282,81,167,26,115,45,64,39,104,143,47,24,9,44,94,285
PJ Dozier,24,DEN,NBA,2020-21,50,6,1088,10.4,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2,10.7,17.2,104,113,0.1,1.1,1.1,0.051,-2.2,-0.8,-3,-0.3,148,355,101,206,47,149,42,66,35,147,182,92,31,22,46,86,385
Goran Dragić,34,MIA,NBA,2020-21,50,11,1337,13,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,104,114,0.2,1.2,1.3,0.048,-1.2,-1.8,-3,-0.3,240,555,149,311,91,244,101,122,25,144,169,219,33,8,118,113,672
Andre Drummond,27,TOT,NBA,2020-21,46,46,1242,19.4,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,101,104,-0.6,2.5,2,0.077,-1.4,0.6,-0.9,0.3,282,572,282,564,0,8,123,205,166,385,551,94,63,49,124,149,687
Jared Dudley,35,LAL,NBA,2020-21,12,0,81,4.4,0.667,0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,94,108,0,0.1,0.1,0.053,-4.5,-0.2,-4.7,-0.1,2,9,0,3,2,6,0,0,4,17,21,5,1,1,2,7,6
Kris Dunn,26,ATL,NBA,2020-21,4,0,45,-5.7,0.167,0.333,0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,41,110,-0.2,0.1,-0.2,-0.202,-13.9,0,-13.9,-0.1,1,12,1,10,0,2,3,4,0,6,6,2,2,2,3,10,5
Kevin Durant,32,BRK,NBA,2020-21,35,32,1157,26.4,0.313,0.395,1.3,21.3,11.8,27.5,1,3.4,14.5,31.2,122,112,3.7,1.2,5,0.206,6.2,0.6,6.9,2.6,324,603,239,414,85,189,210,238,13,234,247,195,25,45,120,70,943
Anthony Edwards,19,MIN,NBA,2020-21,72,55,2314,13.9,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,102,116,-0.6,1.4,0.8,0.017,-0.9,-1.7,-2.6,-0.3,505,1211,334,691,171,520,211,272,59,277,336,211,82,36,160,129,1392
Carsen Edwards,22,BOS,NBA,2020-21,31,1,276,10.2,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,108,116,0.1,0.2,0.3,0.051,-2.9,-1.9,-4.8,-0.2,47,111,29,48,18,63,11,13,3,23,26,14,7,1,7,25,123
CJ Elleby,20,POR,NBA,2020-21,30,0,192,9.4,0.515,0.227,6,12,8.9,7.1,1.5,1.4,6.4,17.4,105,117,0,0.1,0.1,0.032,-4.1,-1.5,-5.6,-0.2,25,66,18,32,7,34,11,15,11,21,32,10,6,3,5,27,68
Henry Ellenson,24,TOR,NBA,2020-21,2,0,38,12.8,0.643,0.286,8.4,27,17.4,18.9,0,0,0,17.9,121,115,0.1,0,0.1,0.127,-3.1,1,-2.1,0,5,14,3,5,2,9,3,4,3,9,12,5,0,0,0,7,15
Wayne Ellington,33,DET,NBA,2020-21,46,31,1012,12.2,0.814,0.104,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,118,117,1.3,0.5,1.9,0.088,1.3,-1.7,-0.4,0.4,149,338,33,63,116,275,28,35,12,73,85,67,18,9,33,59,442
Joel Embiid,26,PHI,NBA,2020-21,51,51,1585,30.3,0.171,0.61,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,121,104,5.6,3.2,8.8,0.266,6.2,1,7.2,3.7,461,899,403,745,58,154,471,548,113,426,539,145,50,69,159,123,1451
James Ennis,30,ORL,NBA,2020-21,41,37,986,12.5,0.428,0.358,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,120,115,1.3,0.7,2,0.097,-1.9,-0.2,-2.1,0,115,243,70,139,45,104,70,87,43,123,166,62,32,7,36,84,345
Drew Eubanks,23,SAS,NBA,2020-21,54,3,755,17.9,0.01,0.517,10.2,24,17,7.9,1.2,5.5,15.2,17.1,118,109,1.2,1.1,2.3,0.145,-1.1,1.2,0,0.4,116,205,114,203,2,2,77,106,74,167,241,42,18,49,45,88,311
Dante Exum,25,CLE,NBA,2020-21,6,3,116,5.9,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,87,114,-0.2,0.1,-0.1,-0.025,-4.8,1.7,-3.1,0,10,26,8,15,2,11,1,2,2,15,17,13,4,2,7,9,23
Tacko Fall,25,BOS,NBA,2020-21,19,0,136,19.6,0,0.517,13,29.7,21.3,3.1,0.4,13.7,14.4,13.2,124,104,0.2,0.3,0.5,0.177,-1.5,2.6,1.1,0.1,21,29,21,29,0,0,5,15,16,36,52,3,1,20,6,22,47
Derrick Favors,29,UTA,NBA,2020-21,68,0,1039,19.7,0.008,0.329,14.7,23.3,19.2,6,1.5,5.3,11.5,13,138,103,2.9,2.2,5.1,0.237,0.2,1.8,2,1,155,243,155,241,0,2,59,80,138,238,376,44,32,68,36,143,369
Cristiano Felício,28,CHI,NBA,2020-21,18,0,84,14.7,0.154,1.231,13.3,20.9,17.2,13.6,2.3,0,16.6,12.4,125,110,0.2,0.1,0.3,0.151,-1,0.7,-0.3,0,7,13,7,11,0,2,9,16,10,16,26,9,4,0,4,10,23
Terrance Ferguson,22,PHI,NBA,2020-21,13,0,49,-7.1,0.714,0,0,2.2,1.1,4.9,1,0,36.4,9.7,30,114,-0.2,0,-0.2,-0.161,-12.1,-2.7,-14.8,-0.2,1,7,1,2,0,5,0,0,0,1,1,2,1,0,4,7,2
Bruno Fernando,22,ATL,NBA,2020-21,33,0,226,6.2,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,86,111,-0.3,0.3,-0.1,-0.019,-6,-1,-7,-0.3,18,44,18,42,0,2,15,22,16,62,78,10,4,3,21,23,51
Yogi Ferrell,27,TOT,NBA,2020-21,10,0,136,14.4,0.491,0.158,4.1,11.4,7.8,22.9,2.5,2,4.7,20.7,110,111,0.1,0.2,0.3,0.099,-0.8,0.2,-0.6,0,20,57,11,29,9,28,7,9,5,14,19,22,7,3,3,11,56
Dorian Finney-Smith,27,DAL,NBA,2020-21,60,60,1921,12,0.648,0.088,5.7,13,9.3,7.2,1.3,1.2,9,12.2,124,114,2.8,1.6,4.4,0.11,0.1,-0.1,-0.1,0.9,220,466,101,164,119,302,31,41,98,228,326,102,52,25,48,138,590
Malik Fitts,23,LAC,NBA,2020-21,3,0,11,2.9,0.667,0,0,29.8,15.3,0,0,0,0,12.1,102,112,0,0,0,0.049,-9.6,-0.6,-10.2,0,1,3,0,1,1,2,0,0,0,3,3,0,0,0,0,3,3
Malachi Flynn,22,TOR,NBA,2020-21,47,14,928,10.9,0.494,0.165,1.1,13,6.9,21.4,2,0.8,10.5,19,103,114,0,0.8,0.8,0.041,-2.8,0,-2.8,-0.2,127,340,73,172,54,168,45,56,10,106,116,137,38,7,43,68,353
Bryn Forbes,27,MIL,NBA,2020-21,70,10,1354,12.8,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,119,117,2,0.7,2.7,0.096,0.4,-1.8,-1.4,0.2,250,529,96,188,154,341,47,61,11,101,112,45,24,1,44,77,701
Trent Forrest,22,UTA,NBA,2020-21,30,0,302,11.2,0.366,0.268,4,11.1,7.7,19.9,1.5,1.1,20.9,14.3,113,110,0.3,0.4,0.7,0.106,-2.9,0.7,-2.2,0,32,71,27,45,5,26,19,19,11,33,44,45,9,4,21,22,88
Evan Fournier,28,TOT,NBA,2020-21,42,36,1259,16.7,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,115,115,1.8,1,2.8,0.107,1.2,-0.2,1,1,247,541,130,258,117,283,108,137,10,118,128,144,47,19,73,96,719
De'Aaron Fox,23,SAC,NBA,2020-21,58,58,2036,20.7,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,113,118,3.4,0.8,4.2,0.098,2.9,-1.5,1.4,1.7,529,1110,426,790,103,320,300,417,33,170,203,417,87,27,174,170,1461
Robert Franks,24,ORL,NBA,2020-21,7,0,101,16.5,0.536,0.464,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3,133,116,0.3,0.1,0.3,0.158,0.4,-0.7,-0.3,0,13,28,8,13,5,15,12,13,6,8,14,5,3,3,2,8,43
Tim Frazier,30,MEM,NBA,2020-21,5,0,62,-0.5,0.4,0.3,0,13.8,6.8,30.8,1.5,1.5,15,18.1,63,112,-0.3,0.1,-0.2,-0.169,-10.8,-2,-12.9,-0.2,3,20,3,12,0,8,2,6,0,8,8,16,2,1,4,7,8
Markelle Fultz,22,ORL,NBA,2020-21,8,8,215,12,0.154,0.183,2.3,10,6,33.1,1.8,0.8,13.8,26.2,96,116,-0.3,0.1,-0.1,-0.024,-2.9,-1.7,-4.6,-0.1,41,104,37,88,4,16,17,19,5,20,25,43,8,2,18,18,103
Wenyen Gabriel,23,NOP,NBA,2020-21,21,0,241,9.8,0.533,0.283,9,15.3,12.2,5.9,1.8,3.1,18.2,14.4,104,112,0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,24,60,11,28,13,32,11,17,20,34,54,11,9,8,15,32,72
Daniel Gafford,22,TOT,NBA,2020-21,54,11,791,22.2,0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,131,107,2.1,1.3,3.5,0.209,0.9,1.6,2.5,0.9,154,225,154,225,0,0,72,108,94,137,231,29,26,75,41,98,380
Danilo Gallinari,32,ATL,NBA,2020-21,51,4,1222,16.3,0.535,0.366,1.6,17,9.5,9.2,1.2,0.7,7.2,21.2,123,114,2.7,1,3.7,0.146,1.6,-0.8,0.9,0.9,206,475,103,221,103,254,161,174,17,194,211,76,30,10,43,105,676
Langston Galloway,29,PHO,NBA,2020-21,40,0,438,12.1,0.578,0.156,1.8,8.9,5.4,8,0.9,0,7.6,17.3,118,115,0.6,0.3,0.9,0.096,-0.2,-1.2,-1.4,0.1,66,147,30,62,36,85,22,23,7,35,42,26,8,0,13,25,190
Darius Garland,21,CLE,NBA,2020-21,54,50,1790,14.2,0.332,0.165,1.4,6.8,4,30.9,1.8,0.3,16,24.9,105,117,0.3,0.9,1.2,0.033,0.2,-1.8,-1.6,0.1,362,802,257,536,105,266,112,132,23,106,129,329,66,6,164,110,941
Marc Gasol,36,LAL,NBA,2020-21,52,42,993,12.2,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,115,105,0.8,1.9,2.8,0.133,-1.2,3.3,2.1,1,88,194,38,72,50,122,36,50,38,177,215,109,26,58,53,115,262
Rudy Gay,34,SAS,NBA,2020-21,63,1,1358,14.7,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,103,111,0,1.7,1.7,0.059,-0.1,-0.2,-0.3,0.6,264,628,158,350,106,278,82,102,42,261,303,88,45,40,65,115,716
Paul George,30,LAC,NBA,2020-21,54,54,1821,20.5,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30,113,110,3,2.3,5.3,0.139,4,-0.4,3.7,2.6,445,953,274,537,171,416,198,228,45,314,359,280,62,24,179,132,1259
Taj Gibson,35,NYK,NBA,2020-21,45,3,936,16,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5,10.8,9.7,139,105,2.1,1.7,3.8,0.195,-0.8,2.2,1.4,0.8,99,158,96,143,3,15,40,55,99,151,250,36,31,49,22,99,241
Harry Giles,22,POR,NBA,2020-21,38,0,348,12.4,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,106,111,0.1,0.4,0.5,0.069,-3.4,-0.2,-3.6,-0.1,42,97,34,74,8,23,16,27,31,102,133,29,8,13,20,54,108
Shai Gilgeous-Alexander,22,OKC,NBA,2020-21,35,35,1180,21.6,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,118,115,2.7,0.8,3.5,0.143,3.8,0,3.8,1.7,287,565,216,395,71,170,185,229,19,147,166,207,27,23,106,70,830
Anthony Gill,28,WAS,NBA,2020-21,26,4,218,13.7,0.4,0.267,7.8,17,12.4,6.7,2.1,1.5,10.7,14.2,120,111,0.3,0.3,0.6,0.123,-1.4,0.2,-1.2,0,30,60,23,36,7,24,13,16,16,35,51,11,10,4,8,27,80
Freddie Gillespie,23,TOR,NBA,2020-21,20,2,392,13.4,0,0.393,11.4,16,13.6,3.2,1.6,5.1,10.9,12.2,120,111,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1,44,84,44,84,0,0,23,33,42,55,97,9,13,20,12,43,111
Rudy Gobert,28,UTA,NBA,2020-21,71,71,2187,23.5,0.007,0.646,12.2,33.5,23.3,6,0.9,7,13.7,17,131,101,6.1,5.2,11.3,0.248,2,2.5,4.5,3.6,391,579,391,575,0,4,233,374,240,720,960,89,40,190,118,163,1015
Brandon Goodwin,25,ATL,NBA,2020-21,47,5,620,9.2,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,101,116,-0.2,0.4,0.2,0.013,-2.7,-0.8,-3.5,-0.2,84,223,52,120,32,103,28,43,8,61,69,95,17,0,36,41,228
Aaron Gordon,25,TOT,NBA,2020-21,50,50,1384,14.5,0.353,0.299,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,107,114,0.7,1.2,1.9,0.066,0.2,-0.2,0,0.7,231,499,172,323,59,176,97,149,77,207,284,161,33,34,97,89,618
Eric Gordon,32,HOU,NBA,2020-21,27,13,789,14.4,0.572,0.311,1,7.1,3.9,14.6,0.8,1.5,10.9,25.2,108,119,0.6,0.2,0.8,0.048,0.9,-1.5,-0.6,0.3,159,367,90,157,69,210,94,114,8,50,58,71,14,13,51,44,481
Devonte' Graham,25,CHO,NBA,2020-21,55,44,1659,14.6,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,115,116,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1,252,669,73,192,179,477,133,158,22,126,148,295,48,6,84,77,816
Jerami Grant,26,DET,NBA,2020-21,54,54,1829,16.9,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,109,114,1.6,1.6,3.2,0.083,2,-1.2,0.9,1.3,400,932,285,603,115,329,290,343,35,215,250,152,35,58,109,125,1205
Danny Green,33,PHI,NBA,2020-21,69,69,1934,12.1,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14,114,108,1.6,3.1,4.6,0.115,0.2,1.2,1.5,1.7,224,544,49,112,175,432,31,40,55,205,260,118,92,56,67,125,654
Draymond Green,30,GSW,NBA,2020-21,63,63,1982,13.3,0.332,0.232,3,20.9,12.1,36.4,2.5,2.3,31,13.1,110,106,1.2,3.4,4.6,0.112,-1.7,3.3,1.5,1.8,170,380,136,254,34,126,70,88,55,394,449,558,105,52,188,194,444
JaMychal Green,30,DEN,NBA,2020-21,58,5,1120,13.6,0.529,0.152,8.6,19.4,14,6.4,1.1,1.9,11.7,17.6,116,112,1.4,1.2,2.6,0.11,-0.4,-1.6,-2,0,173,374,94,176,79,198,46,57,85,192,277,53,26,22,53,144,471
Javonte Green,27,TOT,NBA,2020-21,41,2,473,12.1,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,118,111,0.5,0.6,1.1,0.107,-2.2,1.5,-0.8,0.2,53,102,43,72,10,30,30,40,26,45,71,17,28,6,19,45,146
Jeff Green,34,BRK,NBA,2020-21,68,38,1835,13,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,122,116,2.9,1.2,4.1,0.107,0,-1,-1,0.5,261,530,158,280,103,250,125,161,34,229,263,108,36,27,54,122,750
Josh Green,20,DAL,NBA,2020-21,39,5,445,8.8,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,106,114,0.1,0.4,0.5,0.05,-3.6,0,-3.7,-0.2,42,93,38,68,4,25,13,23,28,50,78,28,16,3,17,35,101
Blake Griffin,31,TOT,NBA,2020-21,46,30,1186,12.9,0.499,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,110,114,0.9,1.1,2,0.081,-0.6,-0.4,-1,0.3,174,411,104,206,70,205,87,117,35,190,225,140,32,15,62,111,505
Kyle Guy,23,SAC,NBA,2020-21,31,0,235,8.5,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,99,119,-0.1,0.1,-0.1,-0.015,-4,-2.3,-6.4,-0.3,29,88,16,42,13,46,16,20,5,30,35,32,6,0,11,20,87
Rui Hachimura,22,WAS,NBA,2020-21,57,57,1797,11.4,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,107,115,0.7,1.4,2.1,0.056,-2,-1.4,-3.5,-0.7,310,648,265,511,45,137,124,161,49,263,312,82,44,7,68,120,789
Ashton Hagans,21,MIN,NBA,2020-21,2,0,4,-12.4,,,0,0,0,0,0,0,100,10.5,0,124,0,0,0,-0.353,-13.8,-7.9,-21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyrese Haliburton,20,SAC,NBA,2020-21,58,20,1746,16.2,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,118,118,2.8,0.7,3.5,0.096,1.9,-0.9,1.1,1.4,292,619,171,323,121,296,48,56,39,134,173,309,77,28,92,83,753
Donta Hall,23,ORL,NBA,2020-21,13,0,179,22.3,0,0.971,13.5,22.8,18,9.4,1.4,5.1,13.8,14,142,110,0.6,0.2,0.8,0.223,0.9,1.2,2.2,0.2,25,35,25,35,0,0,23,34,24,38,62,11,5,10,8,18,73
Josh Hall,20,OKC,NBA,2020-21,21,1,336,1,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,73,117,-1.1,0.2,-0.9,-0.126,-9.7,-2.4,-12.1,-0.9,30,99,26,62,4,37,22,44,6,53,59,28,4,1,25,37,86
R.J. Hampton,19,TOT,NBA,2020-21,51,1,888,11.1,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,100,115,-0.3,0.7,0.4,0.021,-2.9,-0.9,-3.8,-0.4,136,313,109,226,27,87,55,82,29,150,179,87,21,10,53,61,354
Tim Hardaway,28,DAL,NBA,2020-21,70,31,1985,15.7,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,116,116,3.2,1.2,4.3,0.105,1.9,-1.8,0.1,1.1,407,911,200,382,207,529,142,174,20,209,229,126,31,11,64,111,1163
James Harden,31,TOT,NBA,2020-21,44,43,1609,24.5,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,122,112,5.3,1.7,7,0.208,6.2,0.6,6.8,3.5,342,734,221,400,121,334,278,323,35,313,348,475,53,33,177,99,1083
Maurice Harkless,27,TOT,NBA,2020-21,37,23,772,8.1,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,106,116,0.2,0.4,0.6,0.038,-3.9,-0.2,-4,-0.4,69,165,46,81,23,84,33,43,13,76,89,44,30,20,22,86,194
Jared Harper,23,NYK,NBA,2020-21,8,0,16,-10.8,0.25,1,0,13.4,6.8,7.7,0,0,34.2,24.4,43,114,-0.1,0,-0.1,-0.365,-16.5,-6.2,-22.8,-0.1,0,4,0,3,0,1,3,4,0,2,2,1,0,0,3,1,3
Montrezl Harrell,27,LAL,NBA,2020-21,69,1,1580,22.7,0.017,0.425,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,127,106,4.5,2.7,7.3,0.221,2.4,0.3,2.7,1.9,375,603,375,593,0,10,181,256,158,270,428,73,46,49,74,128,931
Gary Harris,26,TOT,NBA,2020-21,39,38,1080,9.1,0.409,0.226,2.1,5.9,4,10.3,1.3,1,8.9,16.7,105,117,0.2,0.6,0.7,0.033,-2.9,-1.8,-4.7,-0.8,138,345,90,204,48,141,64,78,21,58,79,78,28,11,37,71,388
Jalen Harris,22,TOR,NBA,2020-21,13,2,172,15.2,0.5,0.125,1.9,9.9,5.8,16,2.3,0,15.6,22.6,110,114,0.1,0.1,0.3,0.079,0.4,0.1,0.6,0.1,36,72,19,36,17,36,7,9,3,15,18,17,8,0,14,15,96
Joe Harris,29,BRK,NBA,2020-21,69,65,2141,14.1,0.628,0.089,2.3,10.1,6.4,8.4,1,0.6,7.8,16.2,126,117,4.1,1.1,5.2,0.117,1.7,-1.5,0.2,1.2,357,707,146,263,211,444,49,63,43,205,248,130,46,14,62,141,974
Tobias Harris,28,PHI,NBA,2020-21,62,62,2014,20,0.225,0.221,3.5,19.2,11.5,17.6,1.3,2.3,9.5,23.9,118,108,4.1,3.1,7.1,0.17,2.8,0.5,3.4,2.7,473,924,391,716,82,208,182,204,62,357,419,220,55,51,107,119,1210
Shaquille Harrison,27,TOT,NBA,2020-21,34,0,333,6.8,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,94,110,-0.2,0.4,0.2,0.03,-5.9,1.3,-4.6,-0.2,26,78,23,62,3,16,18,22,7,41,48,25,17,5,11,33,73
Josh Hart,25,NOP,NBA,2020-21,47,4,1349,12.2,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,117,113,1.4,1.3,2.7,0.097,-1.1,0,-1.1,0.3,151,344,88,151,63,193,69,89,53,324,377,109,38,12,49,111,434
Isaiah Hartenstein,22,TOT,NBA,2020-21,46,2,559,17.9,0.035,0.415,13,23.7,18.2,15.3,1.7,6.5,17.9,19.2,114,108,0.7,0.9,1.6,0.134,-2.5,1.1,-1.4,0.1,94,171,92,165,2,6,46,71,65,116,181,55,19,39,44,104,236
Udonis Haslem,40,MIA,NBA,2020-21,1,0,3,54.6,0,0,0,37.5,19.1,0,0,0,0,30.1,200,111,0,0,0,0.475,24.1,7,31.1,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4
Jaxson Hayes,20,NOP,NBA,2020-21,60,3,964,19.1,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,132,112,2.6,1,3.5,0.176,0.6,-0.1,0.5,0.6,175,280,169,266,6,14,93,120,92,165,257,35,25,38,39,101,449
Killian Hayes,19,DET,NBA,2020-21,26,18,670,5.3,0.358,0.085,1,10.6,5.7,29.7,2,1.3,28.5,19,82,113,-1.8,0.6,-1.1,-0.081,-6.3,-1,-7.3,-0.9,71,201,51,129,20,72,14,17,6,63,69,138,27,10,83,57,176
Gordon Hayward,30,CHO,NBA,2020-21,44,44,1496,17.6,0.312,0.281,2.6,16.3,9.3,19.5,1.7,0.9,11,23.9,114,113,2.2,1.4,3.5,0.114,1.9,-0.5,1.4,1.3,311,658,226,453,85,205,156,185,37,221,258,181,52,14,91,74,863
Juan Hernangómez,25,MIN,NBA,2020-21,52,6,900,12.1,0.562,0.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,111,117,0.6,0.5,1.1,0.06,-1.3,-2.1,-3.3,-0.3,130,299,75,131,55,168,60,97,45,160,205,35,19,7,27,52,375
Willy Hernangómez,26,NOP,NBA,2020-21,47,12,846,19.6,0.037,0.347,15,27.8,21.4,8.5,1.2,2.6,9.9,17,125,111,1.9,1,2.9,0.163,1.1,-1.1,-0.1,0.4,151,268,150,258,1,10,62,93,117,217,334,50,22,23,34,68,365
Tyler Herro,21,MIA,NBA,2020-21,54,15,1635,13.3,0.425,0.167,1.8,16.7,9.4,18,1.1,1.1,11.9,23.5,104,113,0.1,1.6,1.7,0.049,-0.5,-1.1,-1.6,0.2,307,699,200,402,107,297,94,117,25,243,268,184,35,17,101,71,815
